업종명,업소명,소재지(도로명),소재지전화,업태명,문의전화
일반음식점,BHC충주시청점,"충청북도 충주시 연수서2길 14, 1층 (연수동)",043-853-5577,호프/통닭,043-850-3473
일반음식점,명품갈비찜,"충청북도 충주시 대가미9길 32, 1층 (교현동)",043-723-2332,한식,043-850-3473
일반음식점,숲속의하모니,"충청북도 충주시 번영대로 211, 2층 222호 (연수동)",,분식,043-850-3473
일반음식점,자작나무숲카페,"충청북도 충주시 교현신촌1길 3, 1층 (교현동)",043-857-9997,호프/통닭,043-850-3473
일반음식점,왔소푸줏간,"충청북도 충주시 상방4길 13, 1층 (봉방동)",043-848-9990,식육(숯불구이),043-850-3473
일반음식점,조이(JOY),"충청북도 충주시 신니면 신덕로 316, 1~2층",,경양식,043-850-3473
일반음식점,경아두마리치킨탕참대소원점,"충청북도 충주시 대소원면 첨단산업1로 92, 1층 101 일부호",0503-6211-3102,호프/통닭,043-850-3473
일반음식점,야식천국,"충청북도 충주시 자유시장길 45, 1층 (성내동)",043-855-4339,한식,043-850-3473
일반음식점,충주대패삼겹살,"충청북도 충주시 형설로 54-10, 1층 (호암동)",,식육(숯불구이),043-850-3473
일반음식점,카페고향집,"충청북도 충주시 앙성면 가곡로 1454, 1층",,기타,043-850-3473
일반음식점,생고기마을,"충청북도 충주시 삼원로 79, 1층 (봉방동)",043-843-2706,식육(숯불구이),043-850-3473
일반음식점,대감집,"충청북도 충주시 성남5길 15-3, 1층 (성남동)",,한식,043-850-3473
일반음식점,맥주로운하루,충청북도 충주시 원호암1길 31 (호암동),,호프/통닭,043-850-3473
일반음식점,밤밤(s),"충청북도 충주시 연수동산로5길 14, 2층 (연수동)",,경양식,043-850-3473
일반음식점,성웅닭갈비,"충청북도 충주시 노은면 감노로 1653, 가동",,한식,043-850-3473
일반음식점,뚱땡이소주방,"충청북도 충주시 대소원면 쇠실로 1023, 1층",,정종/대포집/소주방,043-850-3473
일반음식점,사과나무백숙,"충청북도 충주시 금가면 옥강정길 20-1, 나동",043-910-0091,한식,043-850-3473
일반음식점,슬아카페,"충청북도 충주시 갱고개로 26, 1층 (교현동)",,기타,043-850-3473
일반음식점,토라서충주점,"충청북도 충주시 중앙탑면 원앙길 8-7, 2층 202호",,일식,043-850-3473
일반음식점,교통돼,"충청북도 충주시 대소원면 용두제방길 4, 2층",,식육(숯불구이),043-850-3473
일반음식점,꾸브라꼬숯불두마리치킨서충주신도시점,"충청북도 충주시 대소원면 첨단쉼터7길 40, 1층",043-852-5877,호프/통닭,043-850-3473
일반음식점,시골순대,"충청북도 충주시 엄정면 토끼미1길 21, 나동 1층",043-852-1843,한식,043-850-3473
일반음식점,구첩반상,"충청북도 충주시 산척면 충원대로 1639, 1층",043-856-9288,한식,043-850-3473
일반음식점,초원정,"충청북도 충주시 행정11길 19, 1층 (목행동)",043-855-4486,한식,043-850-3473
일반음식점,커피의화신&술의화신,"충청북도 충주시 주덕읍 능말1길 71, 1층",,기타,043-850-3473
일반음식점,짱펍(짱pub),"충청북도 충주시 갱고개로 159, 인영원룸 2층 (연수동)",,기타,043-850-3473
일반음식점,땡이떡볶이충주점,"충청북도 충주시 호암수청1로 53, 2층 (호암동)",043-855-0242,분식,043-850-3473
일반음식점,황금포차,"충청북도 충주시 사직로 192-1, 1층 (성남동)",043-854-3300,호프/통닭,043-850-3473
일반음식점,통큰김밥,"충청북도 충주시 호암토성2로 1, 상가동 B-106호 (호암동, 호암 힐데스하임)",043-846-5706,분식,043-850-3473
일반음식점,탕후루정,충청북도 충주시 사직산8길 47 (문화동),,기타,043-850-3473
일반음식점,무둘카페,"충청북도 충주시 수안보면 수회리로 104, 수회경로당,수회다기능회관 다동 1층",,기타,043-850-3473
일반음식점,허브향카페,"충청북도 충주시 탄금대로 26, 1층 (문화동)",,기타,043-850-3473
일반음식점,완미족발충주칠금점,"충청북도 충주시 칠금중앙1길 23, 1층 (칠금동)",043-848-9292,한식,043-850-3473
일반음식점,청도곰탕,"충청북도 충주시 대소원면 첨단쉼터1길 6, 1층",043-852-2799,한식,043-850-3473
일반음식점,금봉숙,"충청북도 충주시 금봉8길 1, 1층 (용산동)",043-846-9982,식육(숯불구이),043-850-3473
일반음식점,대흥횟집물회전문점,"충청북도 충주시 금봉대로 747, 1층 (연수동)",043-848-2761,한식,043-850-3473
일반음식점,둔포면,"충청북도 충주시 금제7길 3-1, 1층 (금릉동)",070-8285-8924,한식,043-850-3473
일반음식점,청솔흑염소,"충청북도 충주시 대소원면 웃말길 2, 1층",043-856-5840,한식,043-850-3473
일반음식점,마루(maru),"충청북도 충주시 호암토성5길 47, 1층 (호암동)",,식육(숯불구이),043-850-3473
일반음식점,한촌설렁탕충주시청점,"충청북도 충주시 연원로 1, 1층 (연수동)",043-848-6535,한식,043-850-3473
일반음식점,드렁큰토라충주본점,"충청북도 충주시 연수로 6-6, 1층 (금릉동)",,호프/통닭,043-850-3473
일반음식점,나비도꽃이었다,"충청북도 충주시 용정4길 6-1, 1층 (용산동)",,기타,043-850-3473
일반음식점,연수1262,"충청북도 충주시 연수서2길 10, 1층 (연수동)",,기타,043-850-3473
일반음식점,치교치밥&치킨(서충주점),"충청북도 충주시 대소원면 첨단쉼터4길 8-8, 1층",,호프/통닭,043-850-3473
일반음식점,바다회포차,"충청북도 충주시 주덕읍 시장길 15, 1층",043-842-6777,횟집,043-850-3473
일반음식점,서초곰탕,"충청북도 충주시 대소원면 성종두담길 317, 1층",043-846-4046,한식,043-850-3473
일반음식점,에잇블럭,"충청북도 충주시 호암토성7길 1, 아트빌 1층 (호암동)",,경양식,043-850-3473
일반음식점,춘천호반닭갈비목행점,"충청북도 충주시 행정8길 33-1, 1층 (목행동)",043-851-2066,한식,043-850-3473
일반음식점,금별맥주충주호암점,"충청북도 충주시 호암수청4길 16, 1층 (호암동)",043-852-0077,한식,043-850-3473
일반음식점,촌댁본맥주충주호암점,"충청북도 충주시 호암수청1로 55, 111호, 112호 (호암동)",,호프/통닭,043-850-3473
일반음식점,더(the) 화로,"충청북도 충주시 호암수청6길 3, 1층 (호암동)",043-857-0473,식육(숯불구이),043-850-3473
일반음식점,춘천호반닭갈비&막국수충주호암점,"충청북도 충주시 호암수청7길 5, 1층 (호암동)",043-852-3463,한식,043-850-3473
일반음식점,양꼬치&칭따오,"충청북도 충주시 앙성면 가곡로 1052, 1층",,중국식,043-850-3473
일반음식점,호랑이,"충청북도 충주시 연수동산로6길 9-1, 1층 (연수동)",,일식,043-850-3473
일반음식점,스시미,"충청북도 충주시 연수로 2, 1층 (금릉동)",,일식,043-850-3473
일반음식점,"앤쏘온(Cafe&so,on)","충청북도 충주시 수안보면 안보복거리길 70, 1층",043-854-1427,라이브카페,043-850-3473
일반음식점,이푸드(Leefood),"충청북도 충주시 칠금9길 20, 1층 (칠금동)",,경양식,043-850-3473
일반음식점,이황칼국수,"충청북도 충주시 엄정면 내창로 182, 1층",,한식,043-850-3473
일반음식점,온가네육개장&칡냉면,"충청북도 충주시 주덕읍 신양2로 27, 1층",,한식,043-850-3473
일반음식점,맘스터치(충주공군중원기지점),"충청북도 충주시 금가면 보라매로 162-2, 1층 (은하, 은성아파트)",,기타,043-850-3473
일반음식점,장터멸치국수,"충청북도 충주시 무학천변길 94, 1층 (봉방동)",,한식,043-850-3473
일반음식점,금주네가야밀면,"충청북도 충주시 행정10길 15, 1층 (목행동)",,한식,043-850-3473
일반음식점,진미마라탕,"충청북도 충주시 호암수청1로 60, 상가동 106호,107호 (호암동, 제일 풍경채)",,중국식,043-850-3473
일반음식점,기영이숯불두마리치킨교현용산점,"충청북도 충주시 갱고개로 41, 1층 (교현동)",,호프/통닭,043-850-3473
일반음식점,블루버튼(blue button),"충청북도 충주시 대소원면 첨단쉼터1길 6, 맛디프라자 3층 302호",,기타,043-850-3473
일반음식점,봉수아피자교통대점,"충청북도 충주시 대소원면 대학로 10, 2~3층",043-847-8880,경양식,043-850-3473
일반음식점,헬로다낭,"충청북도 충주시 사직산23길 19, 2층 (문화동)",,"외국음식전문점(인도,태국등)",043-850-3473
일반음식점,투팜(Too Farm),"충청북도 충주시 대소원면 대학로 28, 4층",,기타,043-850-3473
일반음식점,호랑이식당,"충청북도 충주시 충열5길 20, 1층 (단월동)",,식육(숯불구이),043-850-3473
일반음식점,큰집닭강정,"충청북도 충주시 중앙로 48, 1층 (문화동)",043-845-3336,한식,043-850-3473
일반음식점,이천항아리삼겹살,"충청북도 충주시 대소원면 첨단쉼터6길 35-5, 1층",,식육(숯불구이),043-850-3473
일반음식점,누구나홀딱반한닭 충주연수점,"충청북도 충주시 연원로 27-12, 1층 (연수동)",043-852-9292,호프/통닭,043-850-3473
일반음식점,활어양식장,"충청북도 충주시 대소원면 첨단산업8로 4-6, 1층",,횟집,043-850-3473
일반음식점,신입파스타충주점,"충청북도 충주시 예성로 226, 에이동 1층 (교현동)",,경양식,043-850-3473
일반음식점,미담(보훈휴양원점),"충청북도 충주시 중앙탑면 수룡봉황길 553-17, 충주보훈휴양원 지하1층",043-724-0707,한식,043-850-3473
일반음식점,연인만찬&카페,"충청북도 충주시 금봉2길 18-7, 제이에이치빌딩 1층 (용산동)",043-857-4626,한식,043-850-3473
일반음식점,미가식당,"충청북도 충주시 연수동산로4길 10, 1층 (연수동)",,식육(숯불구이),043-850-3473
일반음식점,70℃피자,"충청북도 충주시 대소원면 첨단산업2로 42, 상가동 105호 (충주지웰)",,경양식,043-850-3473
일반음식점,발리포레스트(Baliforest),충청북도 충주시 충주호수로 844 (종민동),,기타,043-850-3473
일반음식점,참새방아분식,"충청북도 충주시 대현4길 48, 1층 (교현동)",,분식,043-850-3473
일반음식점,노군꼬치,"충청북도 충주시 연수동산로6길 15, 1층 (연수동)",,기타,043-850-3473
일반음식점,소복소복,"충청북도 충주시 번던1길 3, 1층 (안림동)",,일식,043-850-3473
일반음식점,두끼충주점,"충청북도 충주시 국원대로 107, 1층 106호 (교현동)",,분식,043-850-3473
일반음식점,집으로파스타,"충청북도 충주시 봉방9길 14, 1층 (봉방동)",,경양식,043-850-3473
일반음식점,민들레칼국수,"충청북도 충주시 주덕읍 창전길 226, 1층",,한식,043-850-3473
일반음식점,카쿠레가(KAKUREGA),"충청북도 충주시 연수동산로1길 7, 1-2층 (연수동)",,일식,043-850-3473
일반음식점,본죽&비빔밥충주시청연수점,"충청북도 충주시 번영대로 113, 1층 (연수동)",043-852-0744,한식,043-850-3473
일반음식점,백소정충주호암점,"충청북도 충주시 호암수청2로 21, 101호,102호 (호암동)",043-845-8422,일식,043-850-3473
일반음식점,까사피에스타(CASAFIESTA)충주점,"충청북도 충주시 연수동산로 27, 3층 (연수동)",,경양식,043-850-3473
일반음식점,육삼월,충청북도 충주시 사천개5길 2 (호암동),,식육(숯불구이),043-850-3473
일반음식점,옥돌바베큐통닭,"충청북도 충주시 중앙로 101, 1층 (성내동)",,호프/통닭,043-850-3473
일반음식점,목계쉼터,"충청북도 충주시 엄정면 구룡로 461, 1층",,기타,043-850-3473
일반음식점,친정집만두,충청북도 충주시 봉계3길 8 (봉방동),,한식,043-850-3473
일반음식점,평민닭발&족발충주점,"충청북도 충주시 형설로 178, 1층 (교현동)",,한식,043-850-3473
일반음식점,샤브연리지,충청북도 충주시 호암대로 168 (호암동),043-855-9705,한식,043-850-3473
일반음식점,별카페,"충청북도 충주시 주덕읍 시장길 21, 1층",,기타,043-850-3473
일반음식점,언니오빠(UNNI-OPPA),"충청북도 충주시 대소원면 기업도시2로 14, 1층",,기타,043-850-3473
일반음식점,올떡충주성서점,"충청북도 충주시 사직로 199, 가동 1층 (성서동)",,분식,043-850-3473
일반음식점,굿(GOOD),"충청북도 충주시 금곡서1길 25, 1층 (연수동)",,기타,043-850-3473
일반음식점,갯마을,"충청북도 충주시 앙성면 가곡로 1406, 1층",,한식,043-850-3473
일반음식점,호수상회,"충청북도 충주시 사직로 105, 1층 (문화동)",,한식,043-850-3473
일반음식점,요쿠야마치충주점(よくやまち),"충청북도 충주시 호암토성5길 24, 1층 (호암동)",,일식,043-850-3473
일반음식점,우돈명가,"충청북도 충주시 봉방1길 6, 1층 (봉방동)",,한식,043-850-3473
일반음식점,마리,충청북도 충주시 연수동산로6길 22 (연수동),,기타,043-850-3473
일반음식점,치히로충주점,"충청북도 충주시 호암토성6길 2, 1층 (호암동)",,일식,043-850-3473
일반음식점,정다함돈까스,"충청북도 충주시 봉현로 290, 1층 (교현동)",,경양식,043-850-3473
일반음식점,짜장대짬뽕,"충청북도 충주시 대소원면 첨단쉼터6길 35-9, 1층",,중국식,043-850-3473
일반음식점,귤솜,"충청북도 충주시 남산9길 4, 1층 (교현동)",,기타,043-850-3473
일반음식점,카페천국서충주점,"충청북도 충주시 중앙탑면 원앙9길 10, 서충주신도시 코아루 더 테라스 상가C동 지1층 116호",,기타,043-850-3473
일반음식점,맛손분식3호점,"충청북도 충주시 금봉대로 366-1, 충주축협 하나로마트 안림점 (교현동)",,분식,043-850-3473
일반음식점,청년양고기신연수점,"충청북도 충주시 연수동산로 23, 1층 (연수동)",,식육(숯불구이),043-850-3473
일반음식점,포실다이닝,"충청북도 충주시 거룡1길 37, 1층 (용산동)",,기타,043-850-3473
일반음식점,써니카페,"충청북도 충주시 행정11길 40, 1층 (목행동)",,기타,043-850-3473
일반음식점,킹홀덤펍,"충청북도 충주시 원호암4길 20-3, 1층 (호암동)",,기타,043-850-3473
일반음식점,바깥,"충청북도 충주시 연수동산로1길 5, 1층 102호 (연수동)",,한식,043-850-3473
일반음식점,멜부(Melboo),"충청북도 충주시 하단7길 22-7, 1층 (단월동)",,기타,043-850-3473
일반음식점,더시크릿(the secret),"충청북도 충주시 예성로 139, 1층 (성서동)",,호프/통닭,043-850-3473
일반음식점,아뜨아차,"충청북도 충주시 연수로 84, 1층 (연수동)",,한식,043-850-3473
일반음식점,청풍크루즈호스넥,충청북도 충주시 동량면 지등로 882,043-851-5773,한식,043-850-3473
일반음식점,미니족발전문점,충청북도 충주시 동촌2길 1 (교현동),043-856-5013,한식,043-850-3473
일반음식점,멕시카나충주문화점,충청북도 충주시 중원대로 3461 (문화동),043-851-5396,호프/통닭,043-850-3473
일반음식점,미담분식,"충청북도 충주시 무학천변길 100, 1층 (봉방동)",043-853-6485,한식,043-850-3473
일반음식점,목행순대국,충청북도 충주시 행정7길 36 (목행동),,한식,043-850-3473
일반음식점,평양칼국수3호점,충청북도 충주시 중앙탑면 탄금대로 947,043-848-5969,한식,043-850-3473
일반음식점,도화,충청북도 충주시 주덕읍 신덕로 1388,,호프/통닭,043-850-3473
일반음식점,단골집,충청북도 충주시 연수상가2길 7 (연수동),,한식,043-850-3473
일반음식점,술이달다,충청북도 충주시 연수상가4길 17-1 (연수동),,한식,043-850-3473
일반음식점,라마다수안보(Ramada Suanbo),충청북도 충주시 수안보면 조산공원길 99,043-848-8833,한식,043-850-3473
일반음식점,홍천화로구이,충청북도 충주시 형설로 93-1 (용산동),,식육(숯불구이),043-850-3473
일반음식점,생각대로기사식당,충청북도 충주시 탄금대로 77 (봉방동),043-852-8256,한식,043-850-3473
일반음식점,충주흑마늘닭강정호암점,충청북도 충주시 호암대로 3 (호암동),070-8934-9267,호프/통닭,043-850-3473
일반음식점,서촌막국수,충청북도 충주시 신니면 신덕로 309,043-857-7252,한식,043-850-3473
일반음식점,응삼이초벌구이주덕점,충청북도 충주시 주덕읍 충청대로 2234,043-845-3315,식육(숯불구이),043-850-3473
일반음식점,소담남원추어탕,충청북도 충주시 산척면 북부로 3009,043-853-5393,한식,043-850-3473
일반음식점,뚝딱이포차,"충청북도 충주시 용정2길 40, 영진보람아파트 상가 303동 103호 (용산동)",043-855-1942,정종/대포집/소주방,043-850-3473
일반음식점,열정국밥,"충청북도 충주시 대가미15길 6, 1층 (교현동)",043-846-4005,한식,043-850-3473
일반음식점,스마일만두,충청북도 충주시 칠금10길 10 (칠금동),043-842-0903,한식,043-850-3473
일반음식점,가마솥길추어탕,충청북도 충주시 사직로 312 (안림동),043-848-5350,한식,043-850-3473
일반음식점,명가샤브버섯만두전골바지락칼국수,충청북도 충주시 금제9길 42 (금릉동),043-852-2578,한식,043-850-3473
일반음식점,송이네,충청북도 충주시 금제11길 7 (금릉동),,한식,043-850-3473
일반음식점,만복이쭈꾸미낙지볶음충주점,충청북도 충주시 안림로 161 (안림동),043-854-8989,한식,043-850-3473
일반음식점,봉현로287식당,충청북도 충주시 봉현로 287 (교현동),043-855-3337,한식,043-850-3473
일반음식점,천일손칼국수,"충청북도 충주시 예성2길 5, 1층 (교현동)",043-844-0051,한식,043-850-3473
일반음식점,찌개마루본점,충청북도 충주시 호암중앙1로 39 (호암동),,한식,043-850-3473
일반음식점,모담보리밥,충청북도 충주시 사직로 299-1 (안림동),043-843-8931,한식,043-850-3473
일반음식점,라쿵푸충주점,충청북도 충주시 금릉로 55 (칠금동),043-856-8589,중국식,043-850-3473
일반음식점,또래오래연수점,충청북도 충주시 연수로 6-4 (금릉동),043-855-5767,호프/통닭,043-850-3473
일반음식점,부산포차식당,충청북도 충주시 남산12길 23 (교현동),,정종/대포집/소주방,043-850-3473
일반음식점,별빛정원,충청북도 충주시 지곡6길 16 (지현동),,한식,043-850-3473
일반음식점,니르카페24,충청북도 충주시 대소원면 대학로 8,043-855-1533,호프/통닭,043-850-3473
일반음식점,미스터두(Mr.Doo)브런치챱챱,충청북도 충주시 성서2길 11 (성서동),043-856-7955,호프/통닭,043-850-3473
일반음식점,대한늘푸른식당,충청북도 충주시 연수상가4길 13-1 (연수동),043-845-8254,한식,043-850-3473
일반음식점,(주)인앤아웃충주(창원)휴게소양식,충청북도 충주시 중앙탑면 중부내륙고속도로 231,043-857-9339,경양식,043-850-3473
일반음식점,시골칼국수,충청북도 충주시 충인3길 5 (충의동),043-847-3149,한식,043-850-3473
일반음식점,함지숯불부속구이,충청북도 충주시 금곡로 27 (연수동),043-843-8292,식육(숯불구이),043-850-3473
일반음식점,임페리얼레이크(주)충주지점직원식당,충청북도 충주시 금가면 다래울길 51,043-853-5555,한식,043-850-3473
일반음식점,맛나니김밥본점(연수점),충청북도 충주시 연수로 2-1 (금릉동),043-842-2588,분식,043-850-3473
일반음식점,선영이네칼국수,"충청북도 충주시 남산9길 15, 상가동 101,102호 (교현동)",043-855-0606,한식,043-850-3473
일반음식점,카페인스(CAFE IN's),"충청북도 충주시 국원초5길 56, 1층 (연수동)",043-842-7007,기타,043-850-3473
일반음식점,굼터부속구이,충청북도 충주시 칠금18길 39 (칠금동),043-857-9222,한식,043-850-3473
일반음식점,박푸드,충청북도 충주시 칠금중앙1길 17 (칠금동),,한식,043-850-3473
일반음식점,바르미샤브샤브,충청북도 충주시 번영대로 20 (칠금동),043-842-0705,한식,043-850-3473
일반음식점,정담골,충청북도 충주시 금제7길 9 (금릉동),043-852-5952,한식,043-850-3473
일반음식점,멕시카나치킨칠금점,충청북도 충주시 새말3길 1 (칠금동),043-857-9696,호프/통닭,043-850-3473
일반음식점,육떡,"충청북도 충주시 예성로 320, 109호 (연수동)",043-854-6668,분식,043-850-3473
일반음식점,맛이소,충청북도 충주시 주덕읍 충청대로 2380,043-846-3398,한식,043-850-3473
일반음식점,마라야용산점,충청북도 충주시 남산로 80 (용산동),043-911-3376,중국식,043-850-3473
일반음식점,꿀밤,충청북도 충주시 용정4길 5 (용산동),,한식,043-850-3473
일반음식점,뚱보보리밥,충청북도 충주시 관아2길 5 (성내동),043-852-5670,한식,043-850-3473
일반음식점,피자엠소마충주점,충청북도 충주시 칠금5길 17 (칠금동),043-845-7440,경양식,043-850-3473
일반음식점,찜탕의추억,충청북도 충주시 갱고개로 70 (교현동),043-856-9289,한식,043-850-3473
일반음식점,안성가마솥순대국,충청북도 충주시 충원대로 204 (단월동),043-855-7879,한식,043-850-3473
일반음식점,빨간돼지,충청북도 충주시 대소원면 대학로 23,043-855-6229,식육(숯불구이),043-850-3473
일반음식점,리얼존맛탱,충청북도 충주시 대가미1길 8 (칠금동),,분식,043-850-3473
일반음식점,행복식당뷔페,충청북도 충주시 목행산단2로 18 (금릉동),,한식,043-850-3473
일반음식점,달마설렁탕&숯불갈비문화점,"충청북도 충주시 중원대로 3354, 2동 (문화동, 호수마을상가)",043-848-6956,식육(숯불구이),043-850-3473
일반음식점,뉴욕42번가,"충청북도 충주시 연수동산로3길 20, 102호 (연수동, 대명프라자)",043-857-9600,호프/통닭,043-850-3473
일반음식점,이모네흑돼지대패삼겹살,충청북도 충주시 용정4길 9 (용산동),043-851-6655,식육(숯불구이),043-850-3473
일반음식점,(신)강적들숯불닭갈비,충청북도 충주시 용산천변길 8-4 (호암동),,식육(숯불구이),043-850-3473
일반음식점,(주)신니개발로얄포레CC스타트하우스,충청북도 충주시 신니면 화치3길 35,043-857-5000,한식,043-850-3473
일반음식점,전주집,충청북도 충주시 형설로 39 (호암동),043-856-2775,한식,043-850-3473
일반음식점,대학편의점포차,충청북도 충주시 대소원면 대학로 11 ((5층)),,호프/통닭,043-850-3473
일반음식점,한그릇밥상,충청북도 충주시 행정9길 16 (목행동),043-848-7302,한식,043-850-3473
일반음식점,술집3.5,충청북도 충주시 연수로2길 1 (연수동),043-853-7717,정종/대포집/소주방,043-850-3473
일반음식점,띵호야양꼬치교통대점,"충청북도 충주시 대소원면 대학로 11, 2층",,중국식,043-850-3473
일반음식점,노은중국성,충청북도 충주시 노은면 감노로 1401,043-848-4889,중국식,043-850-3473
일반음식점,안주마차,충청북도 충주시 관아1길 14 (성내동),043-852-5425,한식,043-850-3473
일반음식점,임금님짬뽕,"충청북도 충주시 중앙탑면 원앙길 10, 1층",043-845-5700,중국식,043-850-3473
일반음식점,얼크니칼국수,충청북도 충주시 주덕읍 신양1길 10,043-845-7361,한식,043-850-3473
일반음식점,맛터식당,충청북도 충주시 형설로 105-1 (용산동),043-854-9800,한식,043-850-3473
일반음식점,런치노마드,"충청북도 충주시 대소원면 첨단쉼터6길 39-3, 1층",043-853-9700,경양식,043-850-3473
일반음식점,한성대패,충청북도 충주시 충열1길 20-4 (단월동),,식육(숯불구이),043-850-3473
일반음식점,공룡닭발,충청북도 충주시 지현천변1길 37 (지현동),043-852-0555,한식,043-850-3473
일반음식점,아기자기식당,충청북도 충주시 예성로 383 (연수동),,한식,043-850-3473
일반음식점,김사부,"충청북도 충주시 샘골길 35, 2층 (안림동)",043-853-5000,한식,043-850-3473
일반음식점,청와삼대충주점,충청북도 충주시 대가미5길 9 (칠금동),,한식,043-850-3473
일반음식점,국민낙곱새충주점,충청북도 충주시 형설로 149 (성남동),043-854-1501,한식,043-850-3473
일반음식점,싸리골왕갈비탕,충청북도 충주시 산척면 동산로 737-1,043-851-0234,한식,043-850-3473
일반음식점,두심스I독도해물알찜,충청북도 충주시 용정7길 12 (용산동),043-854-5945,한식,043-850-3473
일반음식점,풍림갤러리,충청북도 충주시 관아4길 16 (성내동),043-855-3700,경양식,043-850-3473
일반음식점,불난족발,충청북도 충주시 충열5길 21 (단월동),,한식,043-850-3473
일반음식점,행복한밥상,충청북도 충주시 예성로 244 (교현동),043-856-0355,한식,043-850-3473
일반음식점,리프티17(Le Petit Seventeen),충청북도 충주시 연수동산로2길 16-6 (연수동),,호프/통닭,043-850-3473
일반음식점,먹자야식,충청북도 충주시 연수로 6-16 (금릉동),,분식,043-850-3473
일반음식점,달마설렁탕숯불갈비서충주점,충청북도 충주시 중앙탑면 원앙5길 2,043-846-0323,한식,043-850-3473
일반음식점,안림홍두깨해물칼국수보쌈,충청북도 충주시 안림로 72 (안림동),043-852-7070,한식,043-850-3473
일반음식점,낮엔밥밤엔술,"충청북도 충주시 엄정면 토끼미1길 27-1, 1층",,호프/통닭,043-850-3473
일반음식점,북해시마,충청북도 충주시 갱고개로 173 (연수동),043-857-8899,일식,043-850-3473
일반음식점,세일CC그늘집2,충청북도 충주시 신니면 동락길 207,031-5171-1646,한식,043-850-3473
일반음식점,세일CC스타트하우스,충청북도 충주시 신니면 동락길 207,031-5171-1646,한식,043-850-3473
일반음식점,오봉집충주점,충청북도 충주시 국원대로 197 (금릉동),,한식,043-850-3473
일반음식점,충주토종올갱이해장국,충청북도 충주시 충인3길 18 (충인동),043-854-7892,한식,043-850-3473
일반음식점,이자카야가치,충청북도 충주시 형설로 154-1 (용산동),043-848-3867,한식,043-850-3473
일반음식점,꽁벨렝(Com Belem),충청북도 충주시 남산1길 44 (용산동),043-845-8533,기타,043-850-3473
일반음식점,고메스퀘어충주점,"충청북도 충주시 번영대로 225, 2층 (연수동)",043-852-6274,뷔페식,043-850-3473
일반음식점,썰남서충주신도시점,"충청북도 충주시 대소원면 첨단쉼터6길 39-7, 1층",,식육(숯불구이),043-850-3473
일반음식점,더(The)맛있는족발보쌈연수점,"충청북도 충주시 연수상가2길 19, 1층 (연수동)",043-851-4888,한식,043-850-3473
일반음식점,이모네포차,"충청북도 충주시 갱고개로 49, 1층 (교현동)",,정종/대포집/소주방,043-850-3473
일반음식점,비비큐충주용산점,"충청북도 충주시 금봉8길 1, 1층 (용산동)",,호프/통닭,043-850-3473
일반음식점,3번가독도초밥,"충청북도 충주시 대소원면 첨단쉼터3길 17, 1층",043-857-7277,일식,043-850-3473
일반음식점,제이제이(JJ),"충청북도 충주시 상방3길 46, 1층 (봉방동)",,기타,043-850-3473
일반음식점,중앙탑뚱감자막국수,충청북도 충주시 중앙탑면 중앙탑길 113,043-848-4492,한식,043-850-3473
일반음식점,나절,충청북도 충주시 상방12길 12 (봉방동),,기타,043-850-3473
일반음식점,모란민속주점,"충청북도 충주시 만리산로 15, 1층 (교현동)",043-853-3630,정종/대포집/소주방,043-850-3473
일반음식점,대소원송어,충청북도 충주시 대소원면 쇠실로 967,043-842-6678,한식,043-850-3473
일반음식점,루미너스카페앤펍(LUMINOUS Cafe&Pub),"충청북도 충주시 연수동산로1길 7, 102호 (연수동)",043-851-8757,기타,043-850-3473
일반음식점,육어일번지해물누룽지탕,"충청북도 충주시 탄금대로 266-5, 2층 (칠금동)",,한식,043-850-3473
일반음식점,유가네한우곰탕안림점,"충청북도 충주시 안림로 226, 1층 (안림동)",043-855-3579,한식,043-850-3473
일반음식점,세종한식뷔페,충청북도 충주시 대소원면 메가폴리스2로 65,043-853-5009,한식,043-850-3473
일반음식점,소곱집,충청북도 충주시 갱고개로 167 (연수동),043-847-9200,식육(숯불구이),043-850-3473
일반음식점,용산부속구이1호점,"충청북도 충주시 금봉4길 13-1, 1층 (용산동)",,한식,043-850-3473
일반음식점,중부농장가든연수점,"충청북도 충주시 예성로 309, 나동 (연수동)",043-852-5289,한식,043-850-3473
일반음식점,먹는족족,"충청북도 충주시 금가면 강수로 351-8, 1층",043-852-9998,한식,043-850-3473
일반음식점,커피홀릭카페,"충청북도 충주시 신호5길 11, 2층 (교현동)",,경양식,043-850-3473
일반음식점,오봉집서충주기업도시점,"충청북도 충주시 중앙탑면 원앙길 17, 103호",043-852-9277,한식,043-850-3473
일반음식점,삼겹창고,충청북도 충주시 예성로 408 (연수동),043-856-9871,식육(숯불구이),043-850-3473
일반음식점,인상좋은아저씨,"충청북도 충주시 수안보면 수안보로 75, 1층",070-8810-1846,기타,043-850-3473
일반음식점,대박정육식당,충청북도 충주시 주덕읍 후삼로 545,,한식,043-850-3473
일반음식점,달빛상인,"충청북도 충주시 용산로 11, 1층 (용산동)",043-851-3630,식육(숯불구이),043-850-3473
일반음식점,예진식당,<REPLACE>,,한식,043-850-3473
일반음식점,청춘국물닭발연수점,"충청북도 충주시 연수상가길 27, 1층 (연수동)",,한식,043-850-3473
일반음식점,더(The)차이나,"충청북도 충주시 연수동산로5길 23, 1층 (연수동)",043-847-0045,중국식,043-850-3473
일반음식점,용문성,"충청북도 충주시 동량면 조동1길 62, 1층",,중국식,043-850-3473
